Art_ID,Viz_Num,Graph_Type,Points,Lines,Bar_Col,Box,Hist_Dens,Tiles,Geo_Map,X_Axis,Y_Axis,Color_Fill,Size,Shape,Alpha,Interactive,Motion,Scroll,Perc_Num,Task1,Task2
154,10,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
155,1,7,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,,,
155,2,,,,,,,,,,,,,,,,,,,,
156,1,9,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,,,
156,2,9,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,,,
156,3,9,1,0,?,0,0,0,0,1,1,1,0,0,1,1,0,1,,,
156,4,9,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,,,
156,5,9,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,,,
156,6,9,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,,,
157,1,9,0,?,0,0,0,0,0,1,1,1,0,0,1,1,0,1,,,
157,2,9,0,?,0,0,0,0,0,1,1,1,0,0,1,1,0,1,,,
157,3,9,0,?,0,0,0,0,0,1,1,1,0,0,1,1,0,1,,,
157,4,9,0,?,0,0,0,0,0,1,1,1,0,0,1,1,0,1,,,
157,5,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,
157,6,9,0,?,0,0,?,0,0,1,1,1,0,0,1,0,0,0,,,
157,7,9,0,?,0,0,?,0,0,1,1,1,0,0,1,0,0,0,,,
157,8,9,0,?,0,0,?,0,0,1,1,1,0,0,1,0,0,0,,,
157,9,9,0,?,0,0,?,0,0,1,1,1,0,0,1,0,0,0,,,
157,10,9,0,?,0,0,?,0,0,1,1,1,0,0,1,0,0,0,,,
157,11,9,0,?,0,0,?,0,0,1,1,1,0,0,1,0,0,0,,,
157,12,9,0,?,0,0,?,0,0,1,1,1,0,0,1,0,0,0,,,
157,13,9,0,?,0,0,?,0,0,1,1,1,0,0,1,0,0,0,,,
157,14,9,0,?,0,0,?,0,0,1,1,1,0,0,1,0,0,0,,,
157,15,9,0,?,0,0,?,0,0,1,1,1,0,0,1,0,0,0,,,
157,16,9,0,?,0,0,?,0,0,1,1,1,0,0,1,0,0,0,,,
157,17,9,0,?,0,0,?,0,0,1,1,1,0,0,1,0,0,0,,,
157,18,9,0,?,0,0,?,0,0,1,1,1,0,0,1,0,0,0,,,
157,19,9,0,?,0,0,?,0,0,1,1,1,0,0,1,0,0,0,,,
157,20,9,0,?,0,0,?,0,0,1,1,1,0,0,1,0,0,0,,,
157,21,9,0,?,0,0,?,0,0,1,1,1,0,0,1,0,0,0,,,
157,22,9,0,?,0,0,?,0,0,1,1,1,0,0,1,0,0,0,,,
157,23,9,0,?,0,0,?,0,0,1,1,1,0,0,1,0,0,0,,,
157,24,9,0,?,0,0,?,0,0,1,1,1,0,0,1,0,0,0,,,
157,25,9,0,?,0,0,?,0,0,1,1,1,0,0,1,0,0,0,,,
157,26,9,0,?,0,0,?,0,0,1,1,1,0,0,1,0,0,0,,,
157,27,9,0,?,0,0,?,0,0,1,1,1,0,0,1,0,0,0,,,
157,28,9,0,?,0,0,?,0,0,1,1,1,0,0,1,0,0,0,,,
157,29,9,0,?,0,0,?,0,0,1,1,1,0,0,1,0,0,0,,,
157,30,9,0,?,0,0,?,0,0,1,1,1,0,0,1,0,0,0,,,
157,31,9,0,?,0,0,?,0,0,1,1,1,0,0,1,0,0,0,,,
157,32,9,0,?,0,0,?,0,0,1,1,1,0,0,1,0,0,0,,,
157,33,9,0,?,0,0,?,0,0,1,1,1,0,0,1,0,0,0,,,
157,34,9,0,?,0,0,?,0,0,1,1,1,0,0,1,0,0,0,,,
157,35,9,0,?,0,0,?,0,0,1,1,1,0,0,1,0,0,0,,,
157,36,9,0,?,0,0,?,0,0,1,1,1,0,0,1,0,0,0,,,
157,37,9,0,?,0,0,?,0,0,1,1,1,0,0,1,0,0,0,,,
157,38,9,0,?,0,0,?,0,0,1,1,1,0,0,1,0,0,0,,,
157,39,9,0,?,0,0,?,0,0,1,1,1,0,0,1,0,0,0,,,
157,40,9,0,?,0,0,?,0,0,1,1,1,0,0,1,0,0,0,,,
157,41,9,0,?,0,0,?,0,0,1,1,1,0,0,1,0,0,0,,,
157,42,9,0,?,0,0,?,0,0,1,1,1,0,0,1,0,0,0,,,
157,43,9,0,?,0,0,?,0,0,1,1,1,0,0,1,0,0,0,,,
157,44,9,0,?,0,0,?,0,0,1,1,1,0,0,1,0,0,0,,,
157,45,9,0,?,0,0,?,0,0,1,1,1,0,0,1,0,0,0,,,
157,46,9,0,?,0,0,?,0,0,1,1,1,0,0,1,0,0,0,,,
157,47,9,0,?,0,0,?,0,0,1,1,1,0,0,1,0,0,0,,,
157,48,9,0,?,0,0,?,0,0,1,1,1,0,0,1,0,0,0,,,
157,49,9,0,?,0,0,?,0,0,1,1,1,0,0,1,0,0,0,,,
157,50,9,0,?,0,0,?,0,0,1,1,1,0,0,1,0,0,0,,,
157,51,9,0,?,0,0,?,0,0,1,1,1,0,0,1,0,0,0,,,
157,52,9,0,?,0,0,?,0,0,1,1,1,0,0,1,0,0,0,,,
157,53,9,0,?,0,0,?,0,0,1,1,1,0,0,1,0,0,0,,,
157,54,9,0,?,0,0,?,0,0,1,1,1,0,0,1,0,0,0,,,
157,55,9,0,?,0,0,?,0,0,1,1,1,0,0,1,0,0,0,,,
158,1,4,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,,,
158,2,9,0,1,0,0,?,0,0,1,1,1,0,0,0,0,0,0,,,
159,1,?,,,,,,,,,,,,,,,,,,,
159,2,?,,,,,,,,,,,,,,,,,,,
159,3,6,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,,,
159,4,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,
159,5,9,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,,,
160,1,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
161,1,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
162,1,5,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,,,
162,2,5,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,,,
162,3,5,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,,,
162,4,5,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,,,
162,5,4,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
162,6,4,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
162,7,4,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
162,8,4,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
162,9,4,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
163,1,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
164,1,4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,
164,2,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,
164,3,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,
165,1,4,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,,,
165,2,4,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,,,
166,1,4,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,,,
166,2,4,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,,,
166,3,4,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,,,
166,4,4,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,,,
167,1,2,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,,,
168,1,4,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,,,
169,1,?,,,,,,,,,,,,,,,,,,,
169,2,?,,,,,,,,,,,,,,,,,,,
169,3,?,,,,,,,,,,,,,,,,,,,
169,4,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
169,5,9,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,
